{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
130;1.26E-04;0.000114155;0;0.000165;0.000114155;0.00199;0.031;0;0.892586996;0.93931734;0;0;0.0001
131;0.000128224;0.000114155;0;0.000179;0.000114155;0.12312;0.069;0;0.892586996;0.93931734;0;0.064413929;0.0001
132;0.000130761;0.000114155;0;0.000196;0.000114155;0.21853;0.099;0;0.892586996;0.93931734;0;0.085637125;0.0001
133;0.000127154;0.000114155;0;0.000195;0.000114155;0.52952;0.117;0;0.892586996;0.93931734;0;0.411075379;0.0001
134;0.000128409;0.000114155;0;0.000185;0.000114155;0.55113;0.112;0;0.892586996;0.93931734;0;0.45276789;0.0001
135;1.30E-04;0.000114155;0;0.000199;0.000114155;0.65252;0.089;0;0.892586996;0.93931734;0;0.51085494;0.0001
136;1.30E-04;0.000114155;0;0.000216;0.000114155;0.57051;0.072;0;0.892586996;0.93931734;0;0.439407964;0.0001
137;1.28E-04;0.000114155;0;0.000224;0.000114155;0.59003;0.062;0;0.892586996;0.93931734;0;0.476224103;0.0001
138;0.000123876;0.000114155;0;0.000198;0.000114155;0.53553;0.047;0;0.892586996;0.93931734;0;0.413107996;0.0001
139;0.000124852;0.000114155;0;0.000137;0.000114155;0.45752;0.028;0;0.892586996;0.93931734;0;0.26951742;0.0001
140;0.000148668;0.000114155;0;9.07E-05;0.000114155;0.32881;0.006;0;0.892586996;0.93931734;0;0.181809507;0.0001
141;0.000159894;0.000114155;0;6.33E-05;0.000114155;0.12186;0.001;0;0.892586996;0.93931734;0;0.061579716;0.0001
142;0.000148879;0.000114155;0;4.11E-05;0.000114155;0.03052;0.001;0;0.892586996;0.93931734;0;0.023179472;0.0001
143;0.000128;0.000114155;0;2.46E-05;0.000114155;0;0.008;0;0.892586996;0.93931734;0;0;0.0001
144;1.06E-04;0.000114155;0;8.08E-06;0.000114155;0;0.021;0;0.892586996;0.93931734;0;0;0.0001
145;8.92E-05;0.000114155;0;6.77E-06;0.000114155;0;0.029;0;0.892586996;0.93931734;0;0;0.0001
146;7.99E-05;0.000114155;0;3.75E-06;0.000114155;0;0.024;0;0.892586996;0.93931734;0;0;0.0001
147;7.52E-05;0.000114155;0;2.38E-06;0.000114155;0;0.019;0;0.892586996;0.93931734;0;0;0.0001
148;7.38E-05;0.000114155;0;8.30E-06;0.000114155;0;0.011;0;0.892586996;0.93931734;0;0;0.0001
149;7.50E-05;0.000114155;0;2.49E-05;0.000114155;0;0.005;0;0.892586996;0.93931734;0;0;0.0001
150;8.01E-05;0.000114155;0;6.93E-05;0.000114155;0;0.005;0;0.892586996;0.93931734;0;0;0.0001
151;8.88E-05;0.000114155;0;0.000143;0.000114155;0;0.002;0;0.892586996;0.93931734;0;0;0.0001
152;0.000105049;0.000114155;0;0.00019;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
153;0.000117535;0.000114155;0;0.000168;0.000114155;0;0.009;0;0.892586996;0.93931734;0;0;0.0001
154;0.000126164;0.000114155;0;0.000165;0.000114155;0.00156;0.047;0;0.892586996;0.93931734;0;0;0.0001
155;0.00013044;0.000114155;0;0.000179;0.000114155;0.35008;0.097;0;0.892586996;0.93931734;0;0.290148963;0.0001
156;0.000134773;0.000114155;0;0.000196;0.000114155;0.41853;0.164;0;0.892586996;0.93931734;0;0.319159088;0.0001
157;0.000130716;0.000114155;0;0.000195;0.000114155;0.39393;0.234;0;0.892586996;0.93931734;0;0.260995696;0.0001
158;0.00013113;0.000114155;0;0.000185;0.000114155;0.50524;0.274;0;0.892586996;0.93931734;0;0.366911281;0.0001
159;0.000133662;0.000114155;0;0.000199;0.000114155;0.46473;0.283;0;0.892586996;0.93931734;0;0.258600452;0.0001
160;0.000134297;0.000114155;0;0.000216;0.000114155;0.5171;0.277;0;0.892586996;0.93931734;0;0.293803857;0.0001
161;0.00013053;0.000114155;0;0.000224;0.000114155;0.53732;0.222;0;0.892586996;0.93931734;0;0.309950282;0.0001
